client_id,churn_probability
259556,0.99998856
1753303,0.99998856
1709873,0.99998856
1793751,0.99998856
366321,0.99998844
415742,0.99998844
22252,0.99998844
929753,0.99998844
822196,0.99998844
1059241,0.99998844
1105950,0.99998844
1527496,0.99998844
880496,0.99998844
649926,0.99998844
1081238,0.99998844
973569,0.99998844
1931901,0.99998844
685639,0.99998844
682488,0.99998844
1351633,0.99998844
524925,0.99998844
1393589,0.99998844
646893,0.99998844
1496073,0.99998844
1876315,0.99998844
2004815,0.99998844
2096352,0.99998844
304530,0.99998844
1785412,0.99998844
70373,0.99998844
544822,0.99998844
565954,0.99998844
1396526,0.99998844
909825,0.99998844
1841837,0.99998844
359623,0.99998844
1662954,0.99998844
942899,0.99998844
2233212,0.99998844
304360,0.99998844
329728,0.99998844
1227661,0.99998844
1020098,0.99998844
1430518,0.9999883
1823304,0.9999883
275218,0.9999883
2069920,0.9999883
275601,0.9999883
1819631,0.9999883
290241,0.9999883
1350826,0.9999883
2067216,0.9999883
1447354,0.9999883
922533,0.9999883
30234,0.9999883
29872,0.9999883
783372,0.9999883
1029888,0.9999883
510505,0.9999883
104323,0.9999883
923852,0.9999883
174567,0.9999883
1228057,0.9999883
600095,0.9999883
2245960,0.9999883
1003855,0.9999883
844641,0.9999883
598960,0.9999883
906787,0.9999883
1535539,0.9999883
1307874,0.9999883
2088549,0.9999883
1995030,0.9999883
190994,0.9999883
649236,0.9999883
1922497,0.9999883
1882208,0.9999883
796721,0.9999883
1083008,0.9999883
375390,0.9999883
634114,0.9999883
1091791,0.9999883
2094953,0.9999883
150860,0.9999883
2098565,0.9999883
950106,0.9999883
1102908,0.9999883
744606,0.9999883
1679160,0.9999883
1164924,0.9999883
873469,0.9999883
1561816,0.9999883
19361,0.9999883
2036329,0.9999883
1800904,0.9999883
15290,0.9999883
1425653,0.9999883
1824197,0.9999883
192977,0.9999883
884357,0.9999883
1267918,0.9999883
1895241,0.9999883
980067,0.9999883
773006,0.9999883
629177,0.9999883
1956453,0.9999883
906663,0.9999883
1533031,0.9999883
549113,0.9999883
2115862,0.9999883
77563,0.9999882
1815448,0.9999882
2089070,0.9999882
875231,0.9999882
2139438,0.9999882
1714379,0.9999882
1060890,0.9999882
667293,0.9999882
995893,0.9999882
1252791,0.9999882
48478,0.9999882
705070,0.9999882
2161893,0.9999882
1875475,0.9999882
2160702,0.9999882
2184519,0.9999881
258521,0.9999881
21809,0.9999881
295874,0.9999881
990288,0.9999881
277402,0.9999881
229631,0.9999881
2029467,0.9999881
154525,0.9999881
674051,0.9999881
80672,0.9999881
1590238,0.9999881
74826,0.9999881
414823,0.9999881
1759397,0.9999881
1543911,0.9999881
1080318,0.9999881
1687991,0.9999881
1691981,0.9999881
1109622,0.9999881
523349,0.9999881
1231609,0.9999881
1322650,0.9999881
2177987,0.9999881
2150957,0.9999881
752641,0.9999881
803031,0.9999881
613386,0.9999881
1448159,0.9999881
1871725,0.9999881
2148003,0.9999881
1830811,0.99998796
255212,0.99998796
1024083,0.99998796
501104,0.99998796
371372,0.99998796
983945,0.99998796
1256524,0.99998796
941510,0.99998796
1204568,0.99998796
1848903,0.99998796
1249022,0.99998796
1331281,0.99998796
924969,0.99998796
791057,0.99998796
834541,0.99998796
1238805,0.99998796
1303115,0.99998796
923140,0.99998796
9503,0.99998796
309624,0.99998796
992391,0.99998796
1131482,0.99998796
667447,0.99998796
398579,0.99998796
1913353,0.99998796
1918014,0.99998796
1706956,0.99998796
143696,0.99998796
990388,0.99998796
2220550,0.99998784
2218318,0.99998784
423122,0.99998784
2218385,0.99998784
1304026,0.99998784
1316390,0.99998784
126937,0.99998784
344424,0.99998784
1666132,0.99998784
469532,0.99998784
425557,0.99998784
852909,0.99998784
1336905,0.99998784
1669277,0.99998784
1669503,0.99998784
466738,0.99998784
2261139,0.99998784
669469,0.99998784
854169,0.99998784
1673625,0.99998784
559781,0.99998784
1866096,0.99998784
1281616,0.99998784
1860207,0.99998784
7989,0.99998784
437795,0.99998784
1374790,0.99998784
447342,0.99998784
2043866,0.99998784
1551030,0.99998784
798733,0.99998784
28381,0.99998784
1193314,0.99998784
1197106,0.99998784
